job_id,job_title,company,job_function,job_type,industry,career_level,years_of_experience,qualification,benefits
100003008740136,"Assistant Manager, Trade Development (1-year Contract)",Hong Kong Tourism Board,"Hospitality / F & B, Tourism / Travel Agency","Full Time, Contract",,Middle,8 years,Degree,"Dental insurance, Gratuity, Medical insurance, Five-day work week"
100003008739940,Officer/Senior Officer - Project Management,Kerry Express (Hong Kong) Limited,"Transportation & Logistics, Others, Management, General Management, Sales, CS & Business Devpt, Others","Full Time, Permanent",,Middle,2 years,Matriculated,Medical insurance
100003008740227,Production Officer / Assistant Production Officer,Jean-Marie Pharmacal Co Ltd,"Manufacturing, Production Planning / Control, Medical Services, Pharmaceutical",Full Time,,Entry Level,1 year,School Certificate,"Free shuttle bus, Medical insurance, Overtime pay, Five-day work week"
100003008738603,Contract Accountant (1-year Contract),Mattel Asia Pacific Sourcing Ltd,"Accounting, Accountant, Others","Full Time, Contract",,Middle,5 years,Degree,"Life insurance, Medical insurance, Five-day work week, Flexible working hours"
100003008738974,Assistant Human Resources Manager (Business Partnership Role),The Mira Hong Kong,"Admin & HR, HR Director / Manager, HR Supporting Staff, Recruitment / Executive Search","Full Time, Permanent",,Middle,7 years,Degree,"Dental insurance, Education allowance, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003008734730,EXECUTIVE ASSISTANT (Ref. No.: EA),The Hong Kong Society for the Deaf,"Admin & HR, Personal / Executive Assistant","Full Time, Contract",,Middle,5 years,Degree,Five-day work week
100003008740428,Sales Support Executive,Intelligent Cleaning Equipment (H.K.) Co. Limited,"Sales, CS & Business Devpt, Account Servicing, Sales Administration",Full Time,,Entry Level,3 years,Non-Degree Tertiary,"Double pay, Medical insurance, Performance bonus, Five-day work week"
100003008739861,"Senior Customer Services Clerk, Air",FedEx Trade Networks Transport & Brokerage (Hong Kong) Limited,"Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Transportation & Logistics, Freight Forwarding, Supply Chain","Full Time, Permanent",,Middle,3 years,School Certificate,"Dental insurance, Double pay, Life insurance, Medical insurance, Overtime pay, Performance bonus"
100003008739939,Officer/Senior Officer - Project Management,Kerry Express (Hong Kong) Limited,"Transportation & Logistics, Others, Management, General Management, Sales, CS & Business Devpt, Others","Full Time, Permanent",,Middle,2 years,Matriculated,Medical insurance
100003008738673,Office Administrator - Financial Services,Page Personnel,"Admin & HR, Administration / Operation Manager, Clerical / Admin Staff, Personal / Executive Assistant","Full Time, Permanent",,Middle,N/A,Degree,
100003008736589,Part Time Assistant,Qurio Education Company Limited,"Admin & HR, Clerical / Admin Staff, Receptionist","Part Time, Freelance",,,,,
100003008737463,Shipping Assistant,r-pac Hong Kong Ltd,"Transportation & Logistics, Shipping",Full Time,,Entry Level,2 years,School Certificate,"Medical insurance, Performance bonus, Five-day work week"
100003008738875,Art Director,The Garage Limited,"Media & Advertising, Production, Others, Design, Others","Full Time, Permanent",,,,Non-Degree Tertiary,
100003008739079,"Team Leader, Customer Centre",MSIG Insurance (Hong Kong) Limited,"Sales, CS & Business Devpt, Call Centre, Customer Service - Supervisor / Officer, Insurance, Others","Full Time, Permanent",,Middle,4 years,Non-Degree Tertiary,"Dental insurance, Double pay, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003008736341,辦 公 室 行 政 文 員 (Office Administrative Clerk),ACME Universal Development Company,"Accounting, Accounting Clerk / Supervisor, Admin & HR, Clerical / Admin Staff, Secretary","Full Time, Permanent",,Entry Level,2 years,School Certificate,"Education allowance, Life insurance, Medical insurance, Performance bonus, Transportation allowance, Travel allowance, Five-day work week"
100003008740005,Shipping Coordinator (1 year renewable contract),SF Supply Chain (Hong Kong) Limited,"Transportation & Logistics, Others, Shipping, Supply Chain","Full Time, Contract",,,,,"Gratuity, Five-day work week"
100003008737465,Sales Executive / Sales Coordinator,Freemax Technology Company Limited,"Merchandising & Purchasing, Others, Procurement / Purchasing / Sourcing, Sales, CS & Business Devpt, Sales Administration",Full Time,,Entry Level,1 year,Degree,"Double pay, Flexible working hours"
100003008739427,Human Resources Officer,Atta-Trans Limited,"Admin & HR, Compensation & Benefits, HR Supporting Staff, Recruitment / Executive Search","Full Time, Permanent",,Entry Level,1 year,Degree,"Free shuttle bus, Performance bonus, Five-day work week, Flexible working hours"
100003008735460,Sales Administrative Officer,Asendia Hong Kong Limited,"Sales, CS & Business Devpt, Others, Sales Administration","Full Time, Permanent",,Entry Level,2 years,Non-Degree Tertiary,"Double pay, Medical insurance, Performance bonus, Five-day work week"
100003008739331,Dental Nurse Assistant,UMP Healthcare Holdings Limited,"Admin & HR, Clerical / Admin Staff, Medical Services, Nursing, Others","Full Time, Permanent",,Entry Level,1 year,School Certificate,"Dental insurance, Medical insurance, Performance bonus"
100003008737407,Customer Services Coordinator/Officer (Five Days Work) - Australia Listed Company,Hunter Base International Company,"Banking / Finance, Analyst, Investment, Equities / Capital Markets",Full Time,,,2 years,Non-Degree Tertiary,"Double pay, Medical insurance, Five-day work week"
100003008739575,Operation Assistant Coordinator or Coordinator (Fixed Night duty),Yusen Logistics (Hong Kong) Limited,"Transportation & Logistics, Freight Forwarding, Shipping, Supply Chain","Full Time, Permanent",,Entry Level,2 years,Non-Degree Tertiary,"Double pay, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003008738250,Officer-Banking Operations,Kasikornbank Public Company Limited,"Banking / Finance, Corporate Banking, Order Processing & Operation / Settlement",Full Time,,Middle,2 years,Degree,"Dental insurance, Medical insurance, Performance bonus, Five-day work week"
100003008740387,Accounting Officer,ECOVIS Axial CPA Limited,"Accounting, Accounting Clerk / Supervisor","Full Time, Permanent",,Middle,2 years,Postgraduate,"Medical insurance, Performance bonus, Five-day work week"
100003008737937,Facilities Officer,Up Recruitment Limited,"Admin & HR, Administration / Operation Manager, Property / Real Estate, Property Management","Full Time, Permanent",,Entry Level,2 years,Non-Degree Tertiary,"Dental insurance, Medical insurance, Performance bonus, Five-day work week"
100003008740106,Talent Acquisition Officer,Perfect Medical Health Management Limited,"Beauty Care / Health, Others",Full Time,,Middle,3 years,Degree,"Dental insurance, Medical insurance, Performance bonus, Five-day work week"
100003008737795,Assistant Customer Services Officer (Period: Oct 2021 to Mar 2022),Maxim's Caterers Ltd,"Sales, CS & Business Devpt, Call Centre, Customer Service - Supervisor / Officer, Hospitality / F & B, Food & Beverage","Temporary, Contract",,,,,Five-day work week
100003008739351,Senior Project Coordinator (Toys & Hardlines),TUV Rheinland Hong Kong Limited,"Sciences, Lab, R&D, Chemical, Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Sales Administration","Full Time, Permanent",,Middle,2 years,Non-Degree Tertiary,"Dental insurance, Double pay, Life insurance, Medical insurance, Overtime pay, Performance bonus"
100003008734694,Receptionist,Toppan Forms (Hong Kong) Limited,"Admin & HR, Clerical / Admin Staff, Receptionist","Full Time, Permanent",,Entry Level,N/A,Non-Degree Tertiary,"Life insurance, Medical insurance, Overtime pay, Performance bonus, Five-day work week"
100003008734649,Sales & Administration Executive,Echo (HK) Asia Group Limited,"Accounting, Accounting Clerk / Supervisor","Full Time, Permanent, Temporary",,Middle,1 year,Degree,"Performance bonus, Five-day work week"
100003008737518,Accounting Assistant (Double Pay) - Chai Wan,Ocean Harvest Frozen Food Limited,"Accounting, Accounting Clerk / Supervisor, Credit Control, Admin & HR, Personal / Executive Assistant",Full Time,,,2 years,School Certificate,"Double pay, Performance bonus"
100003008737410,Clerk - Call Centre,China Railway Electrification Group (Hong Kong) Limited,"Accounting, Accounting Clerk / Supervisor, Admin & HR, Clerical / Admin Staff",Full Time,,Entry Level,N/A,School Certificate,Medical insurance
100003008734526,Senior Marketing Officer - (Digital Activation),Sabatino Hong Kong Limited,"Admin & HR, Personal / Executive Assistant, Marketing / Public Relations, Marketing - General / Support, Public Relations - General / Support","Full Time, Permanent",,Middle,5 years,Non-Degree Tertiary,"Medical insurance, Five-day work week"
100003008737636,Senior Visual Merchandiser,D-mop Limited,"Design, Visual Merchandising, Others","Full Time, Permanent",,,,,"Double pay, Life insurance, Medical insurance, Five-day work week, Flexible working hours"
100003008740478,Senior Designer (Web & App),Guru Online,"Media & Advertising, Creative / Design, Production, Photography / Video","Full Time, Permanent",,Middle,1 year,Non-Degree Tertiary,"Medical insurance, Five-day work week, Flexible working hours"
100003008737962,Senior Human Resources Officer / Assistant Human Resources Manager,Aecom Asia Company Limited,"Admin & HR, Clerical / Admin Staff, HR Supporting Staff, Recruitment / Executive Search","Full Time, Permanent",,,,,"Dental insurance, Double pay, Life insurance, Medical insurance, Work from home, Five-day work week"
100003008735262,Customer Service co-ordinator/ Executive for Customer Service team,DCL Communication Ltd,"Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Others, Junior Executive, Sales Administration",Full Time,,Entry Level,N/A,School Certificate,"Medical insurance, Performance bonus, Travel allowance, Five-day work week, Flexible working hours"
100003008737736,Concierge Officer (Night Shift),New Charm Management Limited,"Property / Real Estate, Property Management","Full Time, Permanent",,,2 years,,"Double pay, Medical insurance, Transportation allowance, Travel allowance, Five-day work week"
100003008739417,CAD Worker and Assistant Designer / Interior design / HKD 16K〜20K,e-Job Agency Limited,"Admin & HR, Clerical / Admin Staff, Design, Graphics, Interior",Full Time,,,,,"Double pay, Performance bonus, Five-day work week"
100003008740217,Account Executive / Operations Executive (Ecommerce),91App HK Limited,"Media & Advertising, Account Servicing, Strategic Planning, E-commerce, Business Development",Full Time,,Entry Level,2 years,Degree,"Dental insurance, Medical insurance, Performance bonus, Five-day work week"
100003008739218,"Assistant Manager, Marketing, Hong Kong & Macau",PVH Asia Limited,"Sales, CS & Business Devpt, Retail Sales","Full Time, Permanent",,Middle,5 years,Degree,"Dental insurance, Medical insurance, Performance bonus, Five-day work week"
100003008739299,International Trading and Customer Relation Expert,Etimaden Asia Pacific Limited,"Sales, CS & Business Devpt, Customer Service - Supervisor / Officer",Full Time,,Middle,10 years,Degree,"Double pay, Medical insurance, Performance bonus, Travel allowance"
100003008738187,Temp Human Resources Executive (6-month contract under a recruitment agency),DHL EXPRESS (HONG KONG) LIMITED,"Admin & HR, Administration / Operation Manager, HR Director / Manager, HR Supporting Staff","Full Time, Contract",,Middle,3 years,Degree,
100003008739748,Sales Coordinator (Jewelry)  (Ref: CL/sc-2021),Christelle Limited,"Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Wholesale, Sales Administration","Full Time, Permanent",,Entry Level,1 year,Non-Degree Tertiary,"Double pay, Medical insurance, Performance bonus, Five-day work week"
100003008739036,Accounts Clerk,Chevalier Group - Aluminium Windows & Curtain Walls,"Accounting, Accounting Clerk / Supervisor, Admin & HR, Clerical / Admin Staff","Full Time, Permanent",,Entry Level,1 year,School Certificate,"Education allowance, Medical insurance, Performance bonus, Five-day work week"
100003008738991,MANAGING EDITOR (for JESSICA),.,"Media & Advertising, Editorial / Journalism, Print Media, Manufacturing, Printing","Full Time, Permanent",,Middle,8 years,Degree,
100003008739904,Product Co-ordinator,VST Computers (HK) Ltd,"Merchandising & Purchasing, Procurement / Purchasing / Sourcing, Sales, CS & Business Devpt, Channel / Distribution, Sales - Sales Management",Full Time,,Middle,3 years,Degree,"Dental insurance, Life insurance, Medical insurance, Performance bonus, Five-day work week"
