job_id,job_title,company,job_function,job_type,industry,career_level,years_of_experience,qualification,benefits
100003008733365,Executive / Senior Executive (Admin focus),Honour Lane Shipping Ltd,"Transportation & Logistics, Others, Inventory / Warehousing, Private Transportation","Full Time, Permanent",,Entry Level,1 year,Non-Degree Tertiary,"Double pay, Medical insurance, Overtime pay, Performance bonus, Five-day work week"
100003008738497,"Assistant Manager, Project and IFRS 17, Actuarial",FWD Life Insurance Company (Bermuda) Limited,"Insurance, Actuarial",Full Time,,Entry Level,5 years,Degree,
100003008735213,Clinic Assistant 診所助理,Holistic Medical Company Limited,"Beauty Care / Health, Others, Medical Services, Medical Services Technician, Pharmaceutical","Full Time, Permanent",,,,,"Education allowance, Performance bonus"
100003008739601,Safety Officer / Safety and Environmental Officer,Fong Wing Shing Construction Co Ltd,"Building & Construction, Building / Construction / QS, Others, Security / Safety Control, Others","Full Time, Permanent",,Middle,3 years,School Certificate,"Dental insurance, Medical insurance, Performance bonus"
100003008736358,Junior/Senior Account Executive - Marketing Campaigns & In-mall Promotion,T Creative Limited,"Marketing / Public Relations, Marketing - Brand / Product Management",Full Time,,Middle,2 years,Degree,Performance bonus
100003008735373,"Merchandiser, Sourcing (Sweater Knitwear)",John Lewis Hong Kong Limited,"Manufacturing, Garment / Textile, Product Development / Management, Merchandising & Purchasing, Sweater","Full Time, Permanent",,Middle,3 years,Degree,"Dental insurance, Life insurance, Medical insurance, Five-day work week"
100003008736034,Project Technician,Iu Cheong Electric Co Ltd,"Engineering, Draftsman, Electrical / Electronics, Others, Technician",Full Time,,,,,
100003008735826,Store Manager (Ref No.: JD_SM),Theory,"Sales, CS & Business Devpt, Retail Sales","Full Time, Permanent",,Senior,5 years,Non-Degree Tertiary,"Dental insurance, Medical insurance, Performance bonus"
100003008738283,Investment Trainee (Fresh graduates are welcome）,Good Wish,"Banking / Finance, Investment, Others, Student / Fresh Graduate / No Experience, Management, Management Trainee",Full Time,,Entry Level,N/A,Postgraduate,"Education allowance, Life insurance, Medical insurance, Performance bonus, Five-day work week, Flexible working hours"
100003008736218,PROJECT ENGINEERING MANAGER,Kaper Industrial Limited,"Engineering, Engineering Project Management, Manufacturing & Production, Manufacturing, Production Planning / Control","Full Time, Permanent",,Senior,8 years,Degree,
100003008733066,Finance Manager/Assistant Finance Manager,The University of Hong Kong,"Banking / Finance, Financial Services",Contract,,Middle,6 years,Degree,
100003008732879,Sales Executive (5-days),Preciosa International (H.K.) Limited,"Sales, CS & Business Devpt, Business Development, Account Servicing, Sales Administration","Full Time, Permanent",,,,,"Dental insurance, Double pay, Medical insurance, Five-day work week"
100003008735047,Part Time Mystery Shoppers (Banking),Lindy Williams,"Sales, CS & Business Devpt, Account Servicing, Retail Sales, Sales Administration","Part Time, Freelance",,,,,
100003008734276,"Assistant Manager, Solutions & Partnerships Digital Transformation Division",Hong Kong Productivity Council,"Marketing / Public Relations, Marketing - Marketing Communication, Others, Digital Marketing",Permanent,,Middle,3 years,Degree,"Dental insurance, Medical insurance, Five-day work week"
100003008641664,Air Operation Supervisor,KGL Hong Kong Limited,"Transportation & Logistics, Freight Forwarding","Full Time, Permanent",,Middle,5 years,,"Double pay, Medical insurance, Overtime pay, Performance bonus, Transportation allowance, Travel allowance"
100003008732343,Executive Officer,百本集團,"Admin & HR, Administration / Operation Manager, Marketing / Public Relations, Public Relations - General / Support, Medical Services, Others",Full Time,,,,,"Medical insurance, Five-day work week"
100003008718466,"Principal Engineer, Cyber Security",Hong Kong Applied Science and Technology Research Institute Company Limited (ASTRI),"Information Technology (IT), Software Development, Security, Sciences, Lab, R&D, Research & Development (R&D)",Contract,,,,Degree,"Dental insurance, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003008737932,助理工程師 Assistant Engineer,Woo Hop Lee Electrical Company Limited,"Building & Construction, Building / Construction / QS, Engineering, Electrical / Electronics, Others",Full Time,,Middle,2 years,Non-Degree Tertiary,
100003008739075,IT Business Analysts / Senior BAs (e-Channel Fintech Project)- Major Bank,IT Solutions Ltd.,"Banking / Finance, Others, Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst",Full Time,,,2 years,Degree,Five-day work week
100003008735137,"IT Desktop Support, Hong Kong",Axiom Technologies Limited,"Information Technology (IT), IT Management","Full Time, Contract",,Middle,2 years,Degree,
100003008734826,IT Support,Yue Po Engineering Co Ltd,"Information Technology (IT), Hardware, Support, Network & System","Full Time, Permanent",,,1 year,Non-Degree Tertiary,"Medical insurance, Performance bonus, Five-day work week"
100003008737624,"Project Engineer, Network Implementation",SmarTone Telecommunications Limited,"Engineering, Engineering Project Management, Telecommunication / Wireless / Radio, Information Technology (IT), IT Project Management / Team Lead","Full Time, Permanent",,Middle,4 years,Non-Degree Tertiary,"Dental insurance, Life insurance, Medical insurance, Performance bonus, Five-day work week, Flexible working hours"
100003008736179,兼職裁縫 / Part time Tailor,Lanvin Asia Pacific Limited,"Others, Others",Part Time,,,,,
100003008736565,Content Marketing Specialist,Shepherd Advertising & Production Limited,"Media & Advertising, Account Servicing, Marketing / Public Relations, Marketing - Marketing Communication, Public Relations - Copy-writing","Full Time, Permanent",,Middle,5 years,Degree,"Gratuity, Life insurance, Medical insurance, Transportation allowance, Five-day work week"
100003008714972,AUDIT STAFF  (ALL-LEVELS),Tony C M Yau & Co,"Accounting, Audit","Full Time, Permanent",,,,,"Education allowance, Medical insurance, Performance bonus, Transportation allowance"
100003008738935,Web Developer / Java Programmer,Nexify Limited,"Information Technology (IT), Application Specialist - Software, Software Development, Mobile / Wireless Communications","Full Time, Permanent",,Entry Level,,Non-Degree Tertiary,"Medical insurance, Five-day work week"
100003008735088,Account Executive / Merchandiser,Swantex Asia Limited,"Manufacturing, Printing, Merchandising & Purchasing, Procurement / Purchasing / Sourcing, Sales, CS & Business Devpt, Account Servicing",Full Time,,Entry Level,1 year,Matriculated,"Dental insurance, Double pay, Education allowance, Medical insurance, Performance bonus, Five-day work week"
100003008735363,CLERKS,"Yip, Tse & Tang","Admin & HR, Clerical / Admin Staff, Secretary, Professional Services, Legal & Compliance","Full Time, Permanent",,,1 year,School Certificate,Performance bonus
100003008734477,Brand Ambassador (Full Time/ Part Time),Sandbox VR Limited,"Sales, CS & Business Devpt, Customer Service - Supervisor / Officer","Full Time, Part Time",,,2 years,Non-Degree Tertiary,"Medical insurance, Performance bonus, Five-day work week"
100003008612495,電腦繪圖員/  Draftsman,The Key Design Limited,"Design, Interior, Others, Engineering, Draftsman",Full Time,,,,School Certificate,Free shuttle bus
100003008735768,Logistics Manager,SHOPLINE,"Transportation & Logistics, Others, Freight Forwarding, Inventory / Warehousing",Full Time,,Middle,6 years,(N/A),"Dental insurance, Life insurance, Medical insurance, Performance bonus, Transportation allowance, Work from home, Five-day work week, Flexible working hours"
100003008735811,BUSINESS EXECUTIVE,Wharf Real Estate Investment Company Limited,"Professional Services, Business Analysis / Data Analysis, Property / Real Estate, Property Management, Management, Management Trainee","Full Time, Permanent",,Middle,3 years,Degree,"Medical insurance, Performance bonus, Five-day work week"
100003008735734,Assistant Manager/Senior Auditor,Gary Cheng CPA Limited,"Accounting, Accountant, Audit, Others","Full Time, Permanent",,Middle,3 years,Degree,"Medical insurance, Performance bonus, Travel allowance, Five-day work week"
100003008737507,Senior / Leasing Officer - Office Leasing (New Project),Spencer Ogden (Hong Kong) Limited,"Property / Real Estate, Property Consultancy, Property Management, Others","Full Time, Permanent",,Middle,3 years,Degree,"Medical insurance, Performance bonus, Five-day work week"
100003008734658,ERP Business Analyst,Toppwork Limited,"Information Technology (IT), Support, Product Management / Business Analyst, Others","Full Time, Permanent",,Entry Level,3 years,Degree,"Work from home, Five-day work week, Flexible working hours"
100003008734132,Experienced Veterinary Assistant 獸醫助護,We Hug Animal Medical Centre Limited,"Others, Others",Full Time,,Entry Level,N/A,School Certificate,"Dental insurance, Education allowance, Medical insurance, Overtime pay, Performance bonus, Transportation allowance, Five-day work week"
100003008737316,AR Accountant - International Biotech MNC,HumanGo Consulting Asia Limited,"Accounting, Audit, Finance / Accounting Manager, Financial Analyst","Full Time, Permanent",,Middle,3 years,Degree,
100003008734390,Growth Hacking Manager,Neo Derm (HK) Ltd,"E-commerce, Marketing - Brand / Product Management","Full Time, Permanent",,Middle,,Degree,"Dental insurance, Education allowance, Free shuttle bus, Housing allowance, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003008740170,FOREMAN,Unistress Building Construction Limited,"Building & Construction, Building / Construction / QS, Civil / Structural, Others","Full Time, Permanent",,Middle,10 years,,
100003008738679,Institutional Equity Sales,Links International,"Banking / Finance, Financial Services, Order Processing & Operation / Settlement","Full Time, Permanent",,Senior,5 years,Degree,
100003008735913,Project Manager (Toys & Collectables),AllRightsReserved Limited,"E-commerce, Marketing - Brand / Product Management",Full Time,,,,,"Medical insurance, Five-day work week"
100003008739962,Graduate Engineer,Freyssinet Hong Kong Ltd,"Building & Construction, Building / Construction / QS, Civil / Structural, Engineering, Others","Full Time, Permanent",,Entry Level,N/A,Degree,"Medical insurance, Five-day work week"
100003008733956,Account Clerk / Accounting Officer (5 days Work),Afanti Investments Limited,"Accounting, Accounting Clerk / Supervisor, Others","Full Time, Permanent",,Entry Level,2 years,School Certificate,"Medical insurance, Five-day work week"
100003008736247,"Assistant Sales and Marketing Manager, FMCG",Eugina Limited,"Marketing / Public Relations, Management, E-commerce, Business Development",Full Time,,Middle,3 years,,
100003008735581,"Senior Customer Services Executive / Customer Services Executive, Cloud",Ingram Micro (China) Ltd,"Sales, CS & Business Devpt, Call Centre, Customer Service - Supervisor / Officer, Tele-sales (Telemarketing)","Full Time, Permanent",,Entry Level,N/A,Degree,"Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003008734932,Technician,CK Retail 21 (Hong Kong) Limited,"Manufacturing, Garment / Textile, Merchandising & Purchasing, Woven / Knit, Others, Technician","Full Time, Permanent",,Entry Level,2 years,Matriculated,"Dental insurance, Double pay, Education allowance, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003008736667,UC Engineer,Logicalis Hong Kong Limited,"Information Technology (IT), Support, Others, Others, Mobile / Wireless Communications",Full Time,,Middle,2 years,Degree,"Dental insurance, Double pay, Education allowance, Life insurance, Medical insurance, Performance bonus, Work from home, Five-day work week, Flexible working hours"
100003008735351,Manager - Business Analysis & Control (Cost Control & Analysis),Wang On Group,"Accounting, Financial Analyst, Professional Services, Business Analysis / Data Analysis","Full Time, Permanent",,Middle,5 years,Degree,"Education allowance, Free shuttle bus, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003008736608,Assistant Shipping Supervisor (VTE301/J01),VTECH Corporate Services Ltd,"Transportation & Logistics, Shipping","Full Time, Permanent",,Entry Level,,,"Double pay, Education allowance, Medical insurance, Performance bonus, Five-day work week, Flexible working hours"
100003008739870,Managing Director - PRC Family Office,Links International,"Banking / Finance, Investment, Fund Management, Asset Management","Full Time, Permanent",,Top,10 years,Degree,
100003008738956,Technical Assistant/ Assistant Design Engineer,Genuine Treasure Access And Scaffolding Limited,"Design, Others, Building & Construction, Civil / Structural, Engineering, Mechanical","Full Time, Permanent",,Entry Level,,Non-Degree Tertiary,
100003008736664,Merchandiser Assistant for Small Domestic Appliances (EU / US Markets),KEA Products Limited,"Merchandising & Purchasing, Home Appliances, Others, Trading",Full Time,,Entry Level,2 years,,"Medical insurance, Five-day work week"
100003008736525,Assistant Business Development Executive - Food and Pharmaceutical,CMA Testing and Certification Laboratories Limited,"Sales, CS & Business Devpt, Business Development, Sciences, Lab, R&D, Laboratory, Account Servicing","Full Time, Permanent",,Entry Level,N/A,Degree,"Dental insurance, Double pay, Free shuttle bus, Medical insurance, Performance bonus, Five-day work week"
100003008736908,倉務員,AData Technology (HK) Company Ltd,"Information Technology (IT), Hardware","Full Time, Permanent",,Entry Level,1 year,School Certificate,"Medical insurance, Performance bonus, Five-day work week"
100003008734676,Mandarin tutor,HKhome,"Education, Tutor / Instructor",Part Time,,,,Degree,
100003008734362,Property Officer (Headquarter),LAWSGROUP,"Property / Real Estate, Property Management, Others","Full Time, Permanent",,Entry Level,1 year,Non-Degree Tertiary,"Dental insurance, Education allowance, Medical insurance, Performance bonus, Five-day work week"
100003008734342,Business Excellence Specialist / Lean Specialist,Bright Future Pharmaceutical Laboratories Ltd,"Manufacturing, Manufacturing Management","Full Time, Permanent",,Entry Level,N/A,Degree,"Dental insurance, Free shuttle bus, Medical insurance, Performance bonus, Five-day work week"
100003008735308,Senior Account Executive - Credit Control,Aon Services Hong Kong Limited 怡安服務香港有限公司,"Accounting, Accounting Clerk / Supervisor, Credit Control, Insurance, Others","Full Time, Permanent",,Middle,2 years,Degree,"Dental insurance, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003008734230,Customer Service Executive (Medical Service),Inter Partner Assistance Hong Kong Limited,"Insurance, Others, Sales, CS & Business Devpt, Others","Full Time, Permanent",,Entry Level,2 years,Non-Degree Tertiary,"Life insurance, Medical insurance, Overtime pay, Performance bonus, Flexible working hours"
100003008737399,Backend Engineer/Blockchain Engineer (TOP5 Blockchain fintech company),Virtual Economy Technology Limited,"Information Technology (IT), Software Development",Full Time,,Entry Level,1 year,Degree,"Dental insurance, Medical insurance, Performance bonus, Five-day work week"
100003008738376,Logistics Specialist - Railway,ConnectedGroup Limited,"Transportation & Logistics, Fulfillment, Supply Chain, Public Transportation","Full Time, Permanent",,Entry Level,N/A,Degree,
100003008737353,Business Development Manager,Steelcase Hong Kong Ltd,"Sales, CS & Business Devpt, Direct Sales",Full Time,,,,,
100003008737405,大量全職小學(中、英及數)專科導師 / Full Time Primary Tutor,Dr. Education,"Education, Teacher, Tutor / Instructor, Others","Full Time, Permanent, Contract",,,1 year,Non-Degree Tertiary,Performance bonus
100003008735344,ESTATE OFFICER / SENIOR ESTATE OFFICER [Ref. SH-EO/SEO],South Horizons Management Limited,"Property / Real Estate, Property Management, Others","Full Time, Permanent",,Entry Level,3 years,Non-Degree Tertiary,"Education allowance, Life insurance, Medical insurance, Five-day work week"
100003008737715,Design Director - Retail,Aurex Group Limited,"Design, Interior, Others, Building & Construction, Others",Full Time,,Senior,N/A,(N/A),
100003008734818,Senior Finance & Project Manager,Xinhua Financial Network Limited,"Accounting, Financial Analyst",Full Time,,Senior,8 years,Degree,"Dental insurance, Medical insurance, Five-day work week"
100003008740325,SENIOR DATA ANALYST / DATA ANALYST – SQL / DATABASE,Sun Hung Kai Properties Ltd,"Professional Services, Business Analysis / Data Analysis, Information Technology (IT), DBA, Property / Real Estate, Others","Full Time, Permanent",,Middle,8 years,Degree,"Dental insurance, Double pay, Education allowance, Medical insurance, Performance bonus, Five-day work week"
100003008735471,"Analyst, Financial Planning & Analysis",The Garden Company Limited,"Accounting, Accountant, Financial Analyst",Permanent,,Middle,3 years,Degree,"Double pay, Free shuttle bus, Medical insurance, Five-day work week"
100003008738915,Network / Security Engineer (Up to 40K),Manpower Services (Hong Kong) Limited,"Information Technology (IT), Network & System, Others",Contract,,Entry Level,4 years,Non-Degree Tertiary,
100003008733034,CORS - Sales Administrator,Cor Design Company Limited,"Sales, CS & Business Devpt, Account Servicing, Others, Sales Administration","Full Time, Permanent",,,,,"Double pay, Performance bonus, Flexible working hours"
100003008737466,Senior Programmer / Programmer (Back-End),Infocast Limited,"Information Technology (IT), Application Specialist - Software, DBA, Software Development","Full Time, Permanent",,Entry Level,1 year,Degree,"Medical insurance, Performance bonus, Five-day work week"
100003008736303,CRM Customer Service (InHouse Staff),AT Global Services Limited,"Information Technology (IT), Others, Marketing / Public Relations, Others, Sales, CS & Business Devpt, Others","Full Time, Permanent",,Entry Level,2 years,Degree,"Dental insurance, Medical insurance, Performance bonus"
100003008739789,Corporate Banking Analyst / Associate,Michael Page,"Banking / Finance, Corporate Banking","Full Time, Permanent",,Middle,N/A,Degree,
100003008735423,TCM - Assistant Engineer / Engineer,Europharm Laboratoires Company Limited,"Engineering, Electrical / Electronics, Manufacturing & Production, Mechanical","Full Time, Permanent",,Middle,2 years,Degree,"Education allowance, Free shuttle bus, Medical insurance, Overtime pay, Performance bonus, Five-day work week"
100003008738652,Fitting Out - Site Manager/ Project Manager (35-45k),TalentQuest HR Limited,"Design, Interior, Building & Construction, Building / Construction / QS, Engineering, Engineering Project Management",Full Time,,Middle,3 years,Non-Degree Tertiary,Medical insurance
100003008736729,Senior IT Officer (System Analyst),Kai Shing Management Services Ltd,"Information Technology (IT), Product Management / Business Analyst, Network & System, Data Scientist",Full Time,,Senior,6 years,Degree,"Medical insurance, Performance bonus, Five-day work week"
100003008732827,Senior Sales Coordinator (Order Processing),"Educational Publishing House, Limited","Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Transportation & Logistics, Fulfillment, Sales Administration","Full Time, Permanent",,Middle,5 years,Non-Degree Tertiary,"Dental insurance, Education allowance, Medical insurance, Performance bonus, Five-day work week"
100003008736592,ASSISTANT CASE COORDINATOR (IMMIGRATION SERVICE),John Hu Migration Consulting,"Professional Services, Business Consultancy","Full Time, Permanent",,Middle,1 year,Degree,"Double pay, Medical insurance, Performance bonus"
100003008736774,全職或兼職業務助理Full/Part time Sales Executive,Pioneer Consulting,"Sales, CS & Business Devpt, Call Centre, Account Servicing, Retail Sales",Full Time,,Entry Level,N/A,Degree,"Dental insurance, Education allowance, Free shuttle bus, Life insurance, Medical insurance, Performance bonus, Travel allowance, Five-day work week"
100003008735701,Business Development Manager / Assistant Business Development Manager,G3 Worldwide Hong Kong Limited,"Transportation & Logistics, Shipping, E-commerce, Business Development, Supply Chain",Full Time,,Middle,5 years,Degree,"Double pay, Life insurance, Medical insurance, Five-day work week"
100003008735910,保險秘書，行政工作,Most Profit Corporation Limited,"Insurance, Others",Full Time,,,,,
100003008738184,"Project specialist (digital + CRM), global brand, 34K",Ambition,"Information Technology (IT), Application Specialist - Software","Full Time, Contract",,Middle,3 years,Degree,
100003008734572,"ICMA: ASSOCIATE, ASIA-PACIFIC",International Capital Market Association,"Banking / Finance, Financial Services","Full Time, Permanent",,Entry Level,2 years,Degree,"Medical insurance, Five-day work week"
100003008740454,Assistant IT Project Manager (1 Year Renewable Contract),Michael Page,"Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Product Management / Business Analyst","Full Time, Permanent",,Senior,6 years,Degree,
100003008736108,Financial Analyst,Hutchison Telecommunications (Hong Kong) Limited,"Accounting, Accountant, Financial Analyst, Others","Full Time, Permanent",,Entry Level,3 years,Degree,"Free shuttle bus, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003008736609,IT Technical Support,C3 Internet Limited,"Information Technology (IT), Support, Security, Network & System","Full Time, Permanent",,Entry Level,2 years,Non-Degree Tertiary,"Performance bonus, Transportation allowance, Five-day work week"
100003008733366,Business Support Executive - Global Leading Asset Management Company,Achievers Recruitment Limited,"Admin & HR, Clerical / Admin Staff, Personal / Executive Assistant, Secretary",Full Time,,Entry Level,3 years,Degree,"Dental insurance, Medical insurance, Five-day work week"
100003008738959,Loan Product Manager (Virtual Bank),Welab Bank Limited,"Banking / Finance, Loan, Retail Banking, Professional Services, Business Analysis / Data Analysis",Full Time,,,,,"Life insurance, Medical insurance, Performance bonus, Five-day work week, Flexible working hours"
100003008736862,Senior Tour Guide & Program Officer,Ma Wan Park Limited,"Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Education, Tutor / Instructor, Hospitality / F & B, Tourism / Travel Agency","Full Time, Permanent",,Middle,5 years,Degree,"Medical insurance, Performance bonus"
100003008735461,Sales Manager,Wing Kee Produce Limited,"Sales, CS & Business Devpt, Business Development, Customer Service - Manager, Sales - Sales Management","Full Time, Permanent",,Senior,3 years,Non-Degree Tertiary,"Performance bonus, Five-day work week"
100003008734157,"Customer Service Senior/Officer - Japanese Speaking (5-day work, flexible working hours)",Konica Minolta Business Technologies Mfg (HK) Ltd,"Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Transportation & Logistics, Shipping, Sales Administration","Full Time, Permanent",,Entry Level,1 year,Degree,"Double pay, Education allowance, Life insurance, Medical insurance, Performance bonus, Five-day work week, Flexible working hours"
100003008739683,"Vice President, Information Security & T&O Assurance",PeopleSearch Ltd,"Information Technology (IT), Security","Full Time, Permanent",,,,,"Medical insurance, Five-day work week"
100003008740423,Business Management Manager / Trainee ( Development and Strategy),Shun Hip Corporate Consultancy Limited,"Banking / Finance, Financial Services, Marketing / Public Relations, Public Relations - Event Management, E-commerce, Business Development","Full Time, Permanent",,Entry Level,N/A,Degree,"Double pay, Education allowance, Life insurance, Medical insurance, Transportation allowance, Travel allowance, Five-day work week"
100003008739406,IT Infrastructure Associate/ Senior Associate,Dongxing Securities (Hong Kong) Financial Holdings Limited,"Banking / Finance, Financial Services, Information Technology (IT), Support, IT Management",Full Time,,Entry Level,2 years,Degree,"Medical insurance, Five-day work week"
100003008733349,Assistant Product Officer,"Dah Chong Hong, Limited","Merchandising & Purchasing, Procurement / Purchasing / Sourcing","Full Time, Permanent",,Entry Level,2 years,Degree,"Free shuttle bus, Life insurance, Five-day work week"
100003008739246,Electronics/Software Engineer,Micom Tech Ltd,"Engineering, Electrical / Electronics, Information Technology (IT), Hardware, Software Development","Full Time, Permanent",,Middle,2 years,Degree,Flexible working hours
100003008735676,Overseas Sales Executive (Station in Middle East occasionally),WAK Design Limited,"Sales, CS & Business Devpt, Wholesale",Full Time,,Entry Level,N/A,School Certificate,"Double pay, Travel allowance"
100003008740395,Actuarial Assistant (Fresh Graduate Welcome),China Taiping Life Insurance (Hong Kong) Company Limited,"Banking / Finance, Analyst, Insurance, Actuarial, Risk Management","Full Time, Permanent",,,,,"Gratuity, Medical insurance, Overtime pay"
100003008738694,Senior Fraud Mitigation Manager,Hang Seng Bank Ltd,"Banking / Finance, Retail Banking, Financial Services, Risk Management","Full Time, Permanent",,Senior,,Degree,
100003008732690,E-COMMERCE EXECUTIVE,Mani Limited,"E-commerce, Marketing - Brand / Product Management, Product Management / Business Analyst, Software Development","Full Time, Permanent",,Middle,3 years,Degree,Five-day work week
100003008733483,Senior Communications Executive,Steve Leung Designers Ltd,"Marketing / Public Relations, Public Relations - General / Support","Full Time, Permanent",,Middle,3 years,Degree,"Medical insurance, Five-day work week"
100003008737860,Software Engineer (Java / C++),Thales Transport & Security (Hong Kong) Limited,"Information Technology (IT), Application Specialist - Software, Support, Software Development","Full Time, Permanent",,Middle,2 years,Degree,"Dental insurance, Life insurance, Medical insurance, Performance bonus, Work from home, Five-day work week, Flexible working hours"
100003008735533,Product Designer,Pak Mane Brush Limited,"Design, Industrial / Product, Others, Manufacturing, Product Development / Management",Full Time,,Middle,3 years,Degree,"Performance bonus, Transportation allowance, Work from home, Five-day work week, Flexible working hours"
100003008734810,Game Developer/ Programmer,Dragon Creative Media Limited,"Marketing / Public Relations, Marketing - Direct Marketing",Full Time,,Senior,2 years,Degree,Five-day work week
100003008737033,"Radiographer (Part-time, PetCT)",AmMed Medical Diagnostic Center,"Beauty Care / Health, Others, Medical Services, Medical Services Technician, Others",Part Time,,,3 years,Degree,Flexible working hours
100003008736983,Assistant Manager - Finance,Hong Kong Broadband Network Limited,"Accounting, Finance / Accounting Manager, Banking / Finance, Corporate Finance, Treasury","Full Time, Permanent",,Middle,5 years,Degree,"Dental insurance, Life insurance, Medical insurance, Work from home, Five-day work week, Flexible working hours"
100003008719331,Cath Kidston 全職店務員 Full Time Sales Associate *沙田或屯門工作*,Swire Resources Ltd,"Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Retail Sales, Direct Sales","Full Time, Permanent",,Entry Level,N/A,Form 3,"Medical insurance, Transportation allowance"
100003008732655,Marketing Planning & Administrative Assistant,Kao (Hong Kong) Ltd,"Media & Advertising, Media Buying, Marketing / Public Relations, Marketing - General / Support, Public Relations - General / Support",Full Time,,Entry Level,1 year,Degree,"Dental insurance, Double pay, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003008736798,Property Management Officer,Moral Properties Limited,"Property / Real Estate, Property Management, Others","Full Time, Permanent",,Middle,5 years,,Performance bonus
100003008735288,"Assistant Buyer, Fashion - up to 20K",Hays,"Merchandising & Purchasing, Footwear, Handbag, Procurement / Purchasing / Sourcing","Full Time, Permanent",,Entry Level,N/A,Degree,
100003008738304,Project Manager - International Financial Services Listed Firm,Velorus Recruitment Consultancy Limited,"Information Technology (IT), IT Project Management / Team Lead, IT Management, Product Management / Business Analyst","Full Time, Permanent",,,,,"Dental insurance, Double pay, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003008732454,Account Clerk -- Full / Part Time  (Ref: dbRI-ACc20210913),Reserva Ibérica (HK) Limited,"Accounting, Accounting Clerk / Supervisor, Audit, Admin & HR, Clerical / Admin Staff","Full Time, Part Time",,,3 years,School Certificate,Five-day work week
100003008736441,Project Manager,Luen Fung Commercial Holdings Limited,"Engineering, Manufacturing & Production, Manufacturing, Product Development / Management, Production Planning / Control","Full Time, Permanent",,Senior,5 years,Degree,"Dental insurance, Double pay, Medical insurance, Performance bonus, Five-day work week"
100003008738388,"Senior Manager, Growth Operations & Strategy (Virtual Bank)",Welab Bank Limited,"Banking / Finance, Financial Services, Professional Services, Business Consultancy, Sales, CS & Business Devpt, Business Development",Full Time,,,,,"Medical insurance, Performance bonus, Five-day work week, Flexible working hours"
100003008733333,Accounting Officer / Assistant Accountant - World's 3rd largest Communications Group,Leo Burnett Ltd,"Accounting, Accountant, Accounting Clerk / Supervisor","Full Time, Permanent",,Middle,2 years,Degree,"Life insurance, Medical insurance, Five-day work week"
100003008737800,全職兒童普通話老師,Guocui Putonghua Education Centre Limited,"Education, Teacher, Tutor / Instructor, Others","Full Time, Contract",,Entry Level,1 year,Non-Degree Tertiary,
100003008740348,Investment Operations Manager,JH Partners (Asia) Company Limited,"Banking / Finance, Asset Management",Full Time,,Middle,6 years,Degree,
100003008737138,信息技術助理崗（IT）,Associated Maritime Company (Hong Kong) Limited,"Information Technology (IT), IT Management","Full Time, Contract",,,N/A,,"Medical insurance, Five-day work week"
100003008735940,"Senior Officer, Claims, Life Operations",FWD Life Insurance Company (Bermuda) Limited,"Insurance, Claims Officer",Full Time,,Entry Level,3 years,Degree,
100003008740471,Analyst Programmer/Java developer,DXC Technology Hong Kong Limited,"Information Technology (IT), Application Specialist - Software","Full Time, Permanent",,Middle,1 year,Degree,"Dental insurance, Life insurance, Medical insurance, Performance bonus, Five-day work week, Flexible working hours"
100003008739192,Mortgage Account Manager,One Plus One Property Agency Limited,"Banking / Finance, Loan, Mortgage, Others",Full Time,,Middle,2 years,Matriculated,"Performance bonus, Five-day work week"
100003008721710,Pastry Commis (5-day work week),S&S Hospitality Limited,"Hospitality / F & B, Food & Beverage, Hospitality / Hotel Services, Others","Full Time, Permanent",,Entry Level,1 year,(N/A),Five-day work week
100003008733936,(電話) 客戶服務主任  Customer Service Officer - Phone Team (一至五工作),Young Living Hong Kong Limited,"Sales, CS & Business Devpt, Call Centre, Customer Service - Supervisor / Officer, Direct Sales","Full Time, Permanent",,Entry Level,N/A,Matriculated,"Dental insurance, Life insurance, Medical insurance, Overtime pay, Performance bonus, Five-day work week"
100003008734148,Public Relationship Officer,Peako Engineering Co. Limited,"Building & Construction, Civil / Structural, Engineering, Others","Full Time, Permanent",,Entry Level,5 years,Degree,"Education allowance, Medical insurance, Performance bonus"
100003008737532,Consultant,OPM Systems Company Limited,"Information Technology (IT), IT Project Management / Team Lead, Network & System, Technical / Functional Consulting",Full Time,,Senior,3 years,Degree,"Education allowance, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003008734440,Legal Secretary,,"Admin & HR, Secretary, Professional Services, Legal & Compliance","Full Time, Permanent",,,,,
